"purchase_date","total_price","promo_code","price_after_promo"
"2022-08-06","49500.00","GRATIS_ONGKIR","44500.00"
"2022-08-11","295850.00","GRATIS_ONGKIR","290850.00"
"2022-08-28","24796.00","GRATIS_ONGKIR","19796.00"
"2022-08-23","112000.00","GRATIS_ONGKIR","107000.00"
"2022-08-08","297040.00","GRATIS_ONGKIR","292040.00"
"2022-08-31","639800.00","GRATIS_ONGKIR","634800.00"
"2022-08-15","161999.00","GRATIS_ONGKIR","156999.00"
"2022-08-12","137700.00","GRATIS_ONGKIR","132700.00"
"2022-08-13","358000.00","GRATIS_ONGKIR","353000.00"
"2022-08-13","69642.00","GRATIS_ONGKIR","64642.00"
"2022-08-02","30000.00","GRATIS_ONGKIR","25000.00"
"2022-08-16","46942.00","GRATIS_ONGKIR","41942.00"
"2022-08-03","188000.00","GRATIS_ONGKIR","183000.00"
"2022-08-16","64150.00","GRATIS_ONGKIR","59150.00"
"2022-08-01","800000.00","GRATIS_ONGKIR","795000.00"
"2022-08-07","62000.00","GRATIS_ONGKIR","57000.00"
"2022-08-27","33343.00","GRATIS_ONGKIR","28343.00"
"2022-08-10","110000.00","GRATIS_ONGKIR","105000.00"
"2022-08-28","74000.00","GRATIS_ONGKIR","69000.00"
"2022-08-13","115000.00","GRATIS_ONGKIR","110000.00"
"2022-08-04","155000.00","GRATIS_ONGKIR","150000.00"
"2022-08-12","112000.00","GRATIS_ONGKIR","107000.00"
"2022-08-26","1440000.00","GRATIS_ONGKIR","1435000.00"
"2022-08-17","75780.00","TUJUHBELASAN","65780.00"
"2022-08-03","345000.00","GRATIS_ONGKIR","340000.00"
"2022-08-30","405870.00","GRATIS_ONGKIR","400870.00"
"2022-08-05","2694000.00","GRATIS_ONGKIR","2689000.00"
"2022-08-08","1437000.00","GRATIS_ONGKIR","1432000.00"
"2022-08-21","14800.00","GRATIS_ONGKIR","9800.00"
"2022-08-20","165000.00","GRATIS_ONGKIR","160000.00"
"2022-08-01","275000.00","AWAL_GAJIAN","260000.00"
"2022-08-01","415500.00","AWAL_GAJIAN","400500.00"
"2022-08-01","359700.00","GRATIS_ONGKIR","354700.00"
"2022-08-22","1470000.00","GRATIS_ONGKIR","1465000.00"
"2022-08-25","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-12","217500.00","GRATIS_ONGKIR","212500.00"
"2022-08-27","149650.00","GRATIS_ONGKIR","144650.00"
"2022-08-11","125000.00","GRATIS_ONGKIR","120000.00"
"2022-08-05","115999.00","GRATIS_ONGKIR","110999.00"
"2022-08-07","337500.00","GRATIS_ONGKIR","332500.00"
"2022-08-28","195000.00","GRATIS_ONGKIR","190000.00"
"2022-08-23","375000.00","GRATIS_ONGKIR","370000.00"
"2022-08-20","45800.00","GRATIS_ONGKIR","40800.00"
"2022-08-15","79800.00","GRATIS_ONGKIR","74800.00"
"2022-08-27","27600.00","GRATIS_ONGKIR","22600.00"
"2022-08-01","485997.00","GRATIS_ONGKIR","480997.00"
"2022-08-14","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-25","129800.00","GRATIS_ONGKIR","124800.00"
"2022-08-23","300000.00","GRATIS_ONGKIR","295000.00"
"2022-08-13","84750.00","GRATIS_ONGKIR","79750.00"
"2022-08-12","100000.00","GRATIS_ONGKIR","95000.00"
"2022-08-30","159900.00","GRATIS_ONGKIR","154900.00"
"2022-08-31","20000.00","GRATIS_ONGKIR","15000.00"
"2022-08-04","130000.00","GRATIS_ONGKIR","125000.00"
"2022-08-17","660000.00","GRATIS_ONGKIR","655000.00"
"2022-08-30","311700.00","GRATIS_ONGKIR","306700.00"
"2022-08-14","290982.00","GRATIS_ONGKIR","285982.00"
"2022-08-29","459998.00","GRATIS_ONGKIR","454998.00"
"2022-08-20","117000.00","GRATIS_ONGKIR","112000.00"
"2022-08-21","125970.00","GRATIS_ONGKIR","120970.00"
"2022-08-22","179700.00","GRATIS_ONGKIR","174700.00"
"2022-08-28","131746.00","GRATIS_ONGKIR","126746.00"
"2022-08-31","72500.00","GRATIS_ONGKIR","67500.00"
"2022-08-23","36375.00","GRATIS_ONGKIR","31375.00"
"2022-08-29","415000.00","GRATIS_ONGKIR","410000.00"
"2022-08-17","130000.00","GRATIS_ONGKIR","125000.00"
"2022-08-11","712500.00","GRATIS_ONGKIR","707500.00"
"2022-08-15","156000.00","GRATIS_ONGKIR","151000.00"
"2022-08-29","24796.00","GRATIS_ONGKIR","19796.00"
"2022-08-26","43448.00","GRATIS_ONGKIR","38448.00"
"2022-08-06","140000.00","GRATIS_ONGKIR","135000.00"
"2022-08-01","138500.00","GRATIS_ONGKIR","133500.00"
"2022-08-27","379800.00","GRATIS_ONGKIR","374800.00"
"2022-08-16","148725.00","GRATIS_ONGKIR","143725.00"
"2022-08-27","94500.00","GRATIS_ONGKIR","89500.00"
"2022-08-22","1650020.00","GRATIS_ONGKIR","1645020.00"
"2022-08-16","99000.00","GRATIS_ONGKIR","94000.00"
"2022-08-02","158100.00","GRATIS_ONGKIR","153100.00"
"2022-08-04","17160.00","GRATIS_ONGKIR","12160.00"
"2022-08-21","65172.00","GRATIS_ONGKIR","60172.00"
"2022-08-11","145000.00","GRATIS_ONGKIR","140000.00"
"2022-08-27","239800.00","GRATIS_ONGKIR","234800.00"
"2022-08-31","51000.00","GRATIS_ONGKIR","46000.00"
"2022-08-31","1364250.00","GRATIS_ONGKIR","1359250.00"
"2022-08-08","110000.00","GRATIS_ONGKIR","105000.00"
"2022-08-03","65000.00","GRATIS_ONGKIR","60000.00"
"2022-08-19","53000.00","GRATIS_ONGKIR","48000.00"
"2022-08-24","398000.00","GRATIS_ONGKIR","393000.00"
"2022-08-12","119998.00","GRATIS_ONGKIR","114998.00"
"2022-08-09","480000.00","GRATIS_ONGKIR","475000.00"
"2022-08-19","269000.00","GRATIS_ONGKIR","264000.00"
"2022-08-26","207800.00","GRATIS_ONGKIR","202800.00"
"2022-08-10","21000.00","GRATIS_ONGKIR","16000.00"
"2022-08-11","11250.00","GRATIS_ONGKIR","6250.00"
"2022-08-03","34000.00","GRATIS_ONGKIR","29000.00"
"2022-08-19","69900.00","GRATIS_ONGKIR","64900.00"
"2022-08-14","110000.00","GRATIS_ONGKIR","105000.00"
"2022-08-24","225000.00","GRATIS_ONGKIR","220000.00"
"2022-08-29","150000.00","GRATIS_ONGKIR","145000.00"
"2022-08-21","80000.00","GRATIS_ONGKIR","75000.00"
"2022-08-28","480000.00","GRATIS_ONGKIR","475000.00"
"2022-08-18","141000.00","GRATIS_ONGKIR","136000.00"
"2022-08-06","780000.00","GRATIS_ONGKIR","775000.00"
"2022-08-10","299800.00","GRATIS_ONGKIR","294800.00"
"2022-08-20","338000.00","GRATIS_ONGKIR","333000.00"
"2022-08-03","96000.00","GRATIS_ONGKIR","91000.00"
"2022-08-14","144000.00","GRATIS_ONGKIR","139000.00"
"2022-08-31","260000.00","GRATIS_ONGKIR","255000.00"
"2022-08-03","81180.00","GRATIS_ONGKIR","76180.00"
"2022-08-26","30000.00","GRATIS_ONGKIR","25000.00"
"2022-08-21","20000.00","GRATIS_ONGKIR","15000.00"
"2022-08-02","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-06","5070.00","GRATIS_ONGKIR","70.00"
"2022-08-02","297000.00","GRATIS_ONGKIR","292000.00"
"2022-08-16","6600.00","GRATIS_ONGKIR","1600.00"
"2022-08-19","89800.00","GRATIS_ONGKIR","84800.00"
"2022-08-29","234000.00","GRATIS_ONGKIR","229000.00"
"2022-08-11","84750.00","GRATIS_ONGKIR","79750.00"
"2022-08-26","78002.00","GRATIS_ONGKIR","73002.00"
"2022-08-23","109800.00","GRATIS_ONGKIR","104800.00"
"2022-08-19","177000.00","GRATIS_ONGKIR","172000.00"
"2022-08-29","141000.00","GRATIS_ONGKIR","136000.00"
"2022-08-19","240000.00","GRATIS_ONGKIR","235000.00"
"2022-08-08","880000.00","GRATIS_ONGKIR","875000.00"
"2022-08-26","55774.00","GRATIS_ONGKIR","50774.00"
"2022-08-16","229000.00","GRATIS_ONGKIR","224000.00"
"2022-08-19","49400.00","GRATIS_ONGKIR","44400.00"
"2022-08-18","159000.00","GRATIS_ONGKIR","154000.00"
"2022-08-02","120250.00","GRATIS_ONGKIR","115250.00"
"2022-08-30","390000.00","GRATIS_ONGKIR","385000.00"
"2022-08-12","112000.00","GRATIS_ONGKIR","107000.00"
"2022-08-05","30000.00","GRATIS_ONGKIR","25000.00"
"2022-08-30","445560.00","GRATIS_ONGKIR","440560.00"
"2022-08-28","397500.00","GRATIS_ONGKIR","392500.00"
"2022-08-17","300000.00","GRATIS_ONGKIR","295000.00"
"2022-08-21","192000.00","GRATIS_ONGKIR","187000.00"
"2022-08-12","90000.00","GRATIS_ONGKIR","85000.00"
"2022-08-06","116000.00","GRATIS_ONGKIR","111000.00"
"2022-08-26","338000.00","GRATIS_ONGKIR","333000.00"
"2022-08-21","54000.00","GRATIS_ONGKIR","49000.00"
"2022-08-19","160000.00","GRATIS_ONGKIR","155000.00"
"2022-08-17","156000.00","TUJUHBELASAN","146000.00"
"2022-08-20","1300000.00","GRATIS_ONGKIR","1295000.00"
"2022-08-08","217500.00","GRATIS_ONGKIR","212500.00"
"2022-08-16","43000.00","GRATIS_ONGKIR","38000.00"
"2022-08-21","48000.00","GRATIS_ONGKIR","43000.00"
"2022-08-07","1659000.00","GRATIS_ONGKIR","1654000.00"
"2022-08-26","98800.00","GRATIS_ONGKIR","93800.00"
"2022-08-05","89700.00","GRATIS_ONGKIR","84700.00"
"2022-08-20","237000.00","GRATIS_ONGKIR","232000.00"
"2022-08-07","300000.00","GRATIS_ONGKIR","295000.00"
"2022-08-17","25000.00","GRATIS_ONGKIR","20000.00"
"2022-08-04","36000.00","GRATIS_ONGKIR","31000.00"
"2022-08-20","122052.00","GRATIS_ONGKIR","117052.00"
"2022-08-01","55000.00","GRATIS_ONGKIR","50000.00"
"2022-08-28","599700.00","GRATIS_ONGKIR","594700.00"
"2022-08-12","390000.00","GRATIS_ONGKIR","385000.00"
"2022-08-06","262240.00","GRATIS_ONGKIR","257240.00"
"2022-08-19","149000.00","GRATIS_ONGKIR","144000.00"
"2022-08-10","29600.00","GRATIS_ONGKIR","24600.00"
"2022-08-31","26888.00","GRATIS_ONGKIR","21888.00"
"2022-08-04","129000.00","GRATIS_ONGKIR","124000.00"
"2022-08-03","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-19","197619.00","GRATIS_ONGKIR","192619.00"
"2022-08-21","64020.00","GRATIS_ONGKIR","59020.00"
"2022-08-18","172500.00","GRATIS_ONGKIR","167500.00"
"2022-08-17","17900.00","TUJUHBELASAN","7900.00"
"2022-08-20","189900.00","GRATIS_ONGKIR","184900.00"
"2022-08-29","52000.00","GRATIS_ONGKIR","47000.00"
"2022-08-27","292500.00","GRATIS_ONGKIR","287500.00"
"2022-08-07","76000.00","GRATIS_ONGKIR","71000.00"
"2022-08-05","46000.00","GRATIS_ONGKIR","41000.00"
"2022-08-18","39800.00","GRATIS_ONGKIR","34800.00"
"2022-08-13","197619.00","GRATIS_ONGKIR","192619.00"
"2022-08-30","158000.00","GRATIS_ONGKIR","153000.00"
"2022-08-28","187960.00","GRATIS_ONGKIR","182960.00"
"2022-08-06","3318000.00","GRATIS_ONGKIR","3313000.00"
"2022-08-15","297000.00","GRATIS_ONGKIR","292000.00"
"2022-08-12","12125.00","GRATIS_ONGKIR","7125.00"
"2022-08-03","108000.00","GRATIS_ONGKIR","103000.00"
"2022-08-27","218000.00","GRATIS_ONGKIR","213000.00"
"2022-08-13","90000.00","GRATIS_ONGKIR","85000.00"
"2022-08-05","161592.00","GRATIS_ONGKIR","156592.00"
"2022-08-06","73000.00","GRATIS_ONGKIR","68000.00"
"2022-08-17","4347000.00","GRATIS_ONGKIR","4342000.00"
"2022-08-27","480000.00","GRATIS_ONGKIR","475000.00"
"2022-08-23","60000.00","GRATIS_ONGKIR","55000.00"
"2022-08-17","318000.00","TUJUHBELASAN","308000.00"
"2022-08-14","296250.00","GRATIS_ONGKIR","291250.00"
"2022-08-07","384000.00","GRATIS_ONGKIR","379000.00"
"2022-08-31","379800.00","GRATIS_ONGKIR","374800.00"
"2022-08-19","338000.00","GRATIS_ONGKIR","333000.00"
"2022-08-10","275000.00","GRATIS_ONGKIR","270000.00"
"2022-08-07","69900.00","GRATIS_ONGKIR","64900.00"
"2022-08-29","129900.00","GRATIS_ONGKIR","124900.00"
"2022-08-29","151998.00","GRATIS_ONGKIR","146998.00"
"2022-08-18","231750.00","GRATIS_ONGKIR","226750.00"
"2022-08-28","93884.00","GRATIS_ONGKIR","88884.00"
"2022-08-20","899900.00","GRATIS_ONGKIR","894900.00"
"2022-08-24","113800.00","GRATIS_ONGKIR","108800.00"
"2022-08-13","89000.00","GRATIS_ONGKIR","84000.00"
"2022-08-14","375000.00","GRATIS_ONGKIR","370000.00"
"2022-08-30","50000.00","GRATIS_ONGKIR","45000.00"
"2022-08-25","650000.00","GRATIS_ONGKIR","645000.00"
"2022-08-06","520000.00","GRATIS_ONGKIR","515000.00"
"2022-08-03","169500.00","GRATIS_ONGKIR","164500.00"
"2022-08-07","168000.00","GRATIS_ONGKIR","163000.00"
"2022-08-12","442260.00","GRATIS_ONGKIR","437260.00"
"2022-08-12","99000.00","GRATIS_ONGKIR","94000.00"
"2022-08-10","359700.00","GRATIS_ONGKIR","354700.00"
"2022-08-10","447000.00","GRATIS_ONGKIR","442000.00"
"2022-08-31","151998.00","GRATIS_ONGKIR","146998.00"
"2022-08-07","9200.00","GRATIS_ONGKIR","4200.00"
"2022-08-09","250200.00","GRATIS_ONGKIR","245200.00"
"2022-08-18","108750.00","GRATIS_ONGKIR","103750.00"
"2022-08-20","462000.00","GRATIS_ONGKIR","457000.00"
"2022-08-13","4977000.00","GRATIS_ONGKIR","4972000.00"
"2022-08-20","137700.00","GRATIS_ONGKIR","132700.00"
"2022-08-16","50000.00","GRATIS_ONGKIR","45000.00"
"2022-08-13","712500.00","GRATIS_ONGKIR","707500.00"
"2022-08-21","278000.00","GRATIS_ONGKIR","273000.00"
"2022-08-03","130000.00","GRATIS_ONGKIR","125000.00"
"2022-08-22","80250.00","GRATIS_ONGKIR","75250.00"
"2022-08-20","475000.00","GRATIS_ONGKIR","470000.00"
"2022-08-19","159000.00","GRATIS_ONGKIR","154000.00"
"2022-08-17","116000.00","GRATIS_ONGKIR","111000.00"
"2022-08-30","555000.00","GRATIS_ONGKIR","550000.00"
"2022-08-12","338000.00","GRATIS_ONGKIR","333000.00"
"2022-08-11","195000.00","GRATIS_ONGKIR","190000.00"
"2022-08-17","97920.00","GRATIS_ONGKIR","92920.00"
"2022-08-01","26000.00","AWAL_GAJIAN","11000.00"
"2022-08-03","169000.00","GRATIS_ONGKIR","164000.00"
"2022-08-02","1300000.00","GRATIS_ONGKIR","1295000.00"
"2022-08-28","40684.00","GRATIS_ONGKIR","35684.00"
"2022-08-03","17500.00","GRATIS_ONGKIR","12500.00"
"2022-08-04","693000.00","GRATIS_ONGKIR","688000.00"
"2022-08-31","14997000.00","GRATIS_ONGKIR","14992000.00"
"2022-08-22","197500.00","GRATIS_ONGKIR","192500.00"
"2022-08-08","222000.00","GRATIS_ONGKIR","217000.00"
"2022-08-13","390000.00","GRATIS_ONGKIR","385000.00"
"2022-08-12","168750.00","GRATIS_ONGKIR","163750.00"
"2022-08-11","127980.00","GRATIS_ONGKIR","122980.00"
"2022-08-16","376000.00","GRATIS_ONGKIR","371000.00"
"2022-08-27","225000.00","GRATIS_ONGKIR","220000.00"
"2022-08-27","46400.00","GRATIS_ONGKIR","41400.00"
"2022-08-17","168000.00","GRATIS_ONGKIR","163000.00"
"2022-08-30","98969.00","GRATIS_ONGKIR","93969.00"
"2022-08-08","1400.00","GRATIS_ONGKIR","-3600.00"
"2022-08-05","59900.00","GRATIS_ONGKIR","54900.00"
"2022-08-27","53000.00","GRATIS_ONGKIR","48000.00"
"2022-08-18","48960.00","GRATIS_ONGKIR","43960.00"
"2022-08-15","168300.00","GRATIS_ONGKIR","163300.00"
"2022-08-13","130000.00","GRATIS_ONGKIR","125000.00"
"2022-08-22","689997.00","GRATIS_ONGKIR","684997.00"
"2022-08-07","9900.00","GRATIS_ONGKIR","4900.00"
"2022-08-23","2700.00","GRATIS_ONGKIR","-2300.00"
"2022-08-01","1587000.00","GRATIS_ONGKIR","1582000.00"
"2022-08-03","59700.00","GRATIS_ONGKIR","54700.00"
"2022-08-24","1670.00","GRATIS_ONGKIR","-3330.00"
"2022-08-15","687000.00","GRATIS_ONGKIR","682000.00"
"2022-08-17","450000.00","GRATIS_ONGKIR","445000.00"
"2022-08-18","899997.00","GRATIS_ONGKIR","894997.00"
"2022-08-22","295500.00","GRATIS_ONGKIR","290500.00"
"2022-08-23","78999.00","GRATIS_ONGKIR","73999.00"
"2022-08-13","150000.00","GRATIS_ONGKIR","145000.00"
"2022-08-02","300000.00","GRATIS_ONGKIR","295000.00"
"2022-08-18","250000.00","GRATIS_ONGKIR","245000.00"
"2022-08-20","7100000.00","GRATIS_ONGKIR","7095000.00"
"2022-08-30","59900.00","GRATIS_ONGKIR","54900.00"
"2022-08-19","450000.00","GRATIS_ONGKIR","445000.00"
"2022-08-06","374700.00","GRATIS_ONGKIR","369700.00"
"2022-08-23","111100.00","GRATIS_ONGKIR","106100.00"
"2022-08-03","250000.00","GRATIS_ONGKIR","245000.00"
"2022-08-14","51480.00","GRATIS_ONGKIR","46480.00"
"2022-08-22","77370.00","GRATIS_ONGKIR","72370.00"
"2022-08-06","375000.00","GRATIS_ONGKIR","370000.00"
"2022-08-04","72680.00","GRATIS_ONGKIR","67680.00"
"2022-08-05","125100.00","GRATIS_ONGKIR","120100.00"
"2022-08-01","7140.00","AWAL_GAJIAN","-7860.00"
"2022-08-13","338850.00","GRATIS_ONGKIR","333850.00"
"2022-08-19","1400.00","GRATIS_ONGKIR","-3600.00"
"2022-08-10","478800.00","GRATIS_ONGKIR","473800.00"
"2022-08-04","179800.00","GRATIS_ONGKIR","174800.00"
"2022-08-30","830000.00","GRATIS_ONGKIR","825000.00"
"2022-08-14","48450.00","GRATIS_ONGKIR","43450.00"
"2022-08-11","291000.00","GRATIS_ONGKIR","286000.00"
"2022-08-13","259000.00","GRATIS_ONGKIR","254000.00"
"2022-08-21","4050.00","GRATIS_ONGKIR","-950.00"
"2022-08-15","20000.00","GRATIS_ONGKIR","15000.00"
"2022-08-21","81368.00","GRATIS_ONGKIR","76368.00"
"2022-08-16","125000.00","GRATIS_ONGKIR","120000.00"
"2022-08-06","77370.00","GRATIS_ONGKIR","72370.00"
"2022-08-13","154440.00","GRATIS_ONGKIR","149440.00"
"2022-08-13","480000.00","GRATIS_ONGKIR","475000.00"
"2022-08-17","1099900.00","GRATIS_ONGKIR","1094900.00"
"2022-08-04","281940.00","GRATIS_ONGKIR","276940.00"
"2022-08-27","166500.00","GRATIS_ONGKIR","161500.00"
"2022-08-19","9200.00","GRATIS_ONGKIR","4200.00"
"2022-08-28","48500.00","GRATIS_ONGKIR","43500.00"
"2022-08-30","21500.00","GRATIS_ONGKIR","16500.00"
"2022-08-19","472500.00","GRATIS_ONGKIR","467500.00"
"2022-08-31","398000.00","GRATIS_ONGKIR","393000.00"
"2022-08-02","81368.00","GRATIS_ONGKIR","76368.00"
"2022-08-02","4874.00","GRATIS_ONGKIR","-126.00"
"2022-08-10","50000.00","GRATIS_ONGKIR","45000.00"
"2022-08-25","1200000.00","GRATIS_ONGKIR","1195000.00"
"2022-08-21","299999.00","GRATIS_ONGKIR","294999.00"
"2022-08-20","123200.00","GRATIS_ONGKIR","118200.00"
"2022-08-25","125000.00","GRATIS_ONGKIR","120000.00"
"2022-08-03","538850.00","GRATIS_ONGKIR","533850.00"
"2022-08-29","64000.00","GRATIS_ONGKIR","59000.00"
"2022-08-04","187200.00","GRATIS_ONGKIR","182200.00"
"2022-08-23","192060.00","GRATIS_ONGKIR","187060.00"
"2022-08-26","378000.00","GRATIS_ONGKIR","373000.00"
"2022-08-28","567000.00","GRATIS_ONGKIR","562000.00"
"2022-08-20","43000.00","GRATIS_ONGKIR","38000.00"
"2022-08-07","318000.00","GRATIS_ONGKIR","313000.00"
"2022-08-30","170000.00","GRATIS_ONGKIR","165000.00"
"2022-08-19","615000.00","GRATIS_ONGKIR","610000.00"
"2022-08-12","55000.00","GRATIS_ONGKIR","50000.00"
"2022-08-22","80664.00","GRATIS_ONGKIR","75664.00"
"2022-08-27","155000.00","GRATIS_ONGKIR","150000.00"
"2022-08-30","60000.00","GRATIS_ONGKIR","55000.00"
"2022-08-21","51000.00","GRATIS_ONGKIR","46000.00"
"2022-08-09","39405.00","GRATIS_ONGKIR","34405.00"
"2022-08-01","189900.00","AWAL_GAJIAN","174900.00"
"2022-08-12","487500.00","GRATIS_ONGKIR","482500.00"
"2022-08-07","152000.00","GRATIS_ONGKIR","147000.00"
"2022-08-22","499000.00","GRATIS_ONGKIR","494000.00"
"2022-08-01","477000.00","GRATIS_ONGKIR","472000.00"
"2022-08-07","399998.00","GRATIS_ONGKIR","394998.00"
"2022-08-08","899900.00","GRATIS_ONGKIR","894900.00"
"2022-08-06","166500.00","GRATIS_ONGKIR","161500.00"
"2022-08-19","478800.00","GRATIS_ONGKIR","473800.00"
"2022-08-30","168750.00","GRATIS_ONGKIR","163750.00"
"2022-08-24","340100.00","GRATIS_ONGKIR","335100.00"
"2022-08-09","960000.00","GRATIS_ONGKIR","955000.00"
"2022-08-14","179800.00","GRATIS_ONGKIR","174800.00"
"2022-08-14","48960.00","GRATIS_ONGKIR","43960.00"
"2022-08-27","110997.00","GRATIS_ONGKIR","105997.00"
"2022-08-16","93300.00","GRATIS_ONGKIR","88300.00"
"2022-08-25","5970000.00","GRATIS_ONGKIR","5965000.00"
"2022-08-13","299999.00","GRATIS_ONGKIR","294999.00"
"2022-08-30","330000.00","GRATIS_ONGKIR","325000.00"
"2022-08-05","510000.00","GRATIS_ONGKIR","505000.00"
"2022-08-29","113800.00","GRATIS_ONGKIR","108800.00"
"2022-08-15","60000.00","GRATIS_ONGKIR","55000.00"
"2022-08-25","166500.00","GRATIS_ONGKIR","161500.00"
"2022-08-15","162360.00","GRATIS_ONGKIR","157360.00"
"2022-08-28","550000.00","GRATIS_ONGKIR","545000.00"
"2022-08-17","375000.00","GRATIS_ONGKIR","370000.00"
"2022-08-07","61998.00","GRATIS_ONGKIR","56998.00"
"2022-08-17","170000.00","TUJUHBELASAN","160000.00"
"2022-08-02","219000.00","GRATIS_ONGKIR","214000.00"
"2022-08-02","165000.00","GRATIS_ONGKIR","160000.00"
"2022-08-08","506250.00","GRATIS_ONGKIR","501250.00"
"2022-08-22","270200.00","GRATIS_ONGKIR","265200.00"
"2022-08-25","18400.00","GRATIS_ONGKIR","13400.00"
"2022-08-17","119600.00","GRATIS_ONGKIR","114600.00"
"2022-08-15","300000.00","GRATIS_ONGKIR","295000.00"
"2022-08-29","131400.00","GRATIS_ONGKIR","126400.00"
"2022-08-01","267000.00","GRATIS_ONGKIR","262000.00"
"2022-08-16","1400.00","GRATIS_ONGKIR","-3600.00"
"2022-08-06","465000.00","GRATIS_ONGKIR","460000.00"
"2022-08-01","149600.00","AWAL_GAJIAN","134600.00"
"2022-08-25","44000.00","GRATIS_ONGKIR","39000.00"
"2022-08-11","149900.00","GRATIS_ONGKIR","144900.00"
"2022-08-01","119900.00","GRATIS_ONGKIR","114900.00"
"2022-08-05","4760.00","GRATIS_ONGKIR","-240.00"
"2022-08-13","50000.00","GRATIS_ONGKIR","45000.00"
"2022-08-15","52000.00","GRATIS_ONGKIR","47000.00"
"2022-08-08","390000.00","GRATIS_ONGKIR","385000.00"
"2022-08-19","200000.00","GRATIS_ONGKIR","195000.00"
"2022-08-07","65000.00","GRATIS_ONGKIR","60000.00"
"2022-08-27","24225.00","GRATIS_ONGKIR","19225.00"
"2022-08-05","192000.00","GRATIS_ONGKIR","187000.00"
"2022-08-31","291000.00","GRATIS_ONGKIR","286000.00"
"2022-08-31","525.00","GRATIS_ONGKIR","-4475.00"
"2022-08-25","1350.00","GRATIS_ONGKIR","-3650.00"
"2022-08-11","1670.00","GRATIS_ONGKIR","-3330.00"
"2022-08-04","116000.00","GRATIS_ONGKIR","111000.00"
"2022-08-31","70800.00","GRATIS_ONGKIR","65800.00"
"2022-08-09","155046.00","GRATIS_ONGKIR","150046.00"
"2022-08-24","154500.00","GRATIS_ONGKIR","149500.00"
"2022-08-28","358000.00","GRATIS_ONGKIR","353000.00"
"2022-08-23","139800.00","GRATIS_ONGKIR","134800.00"
"2022-08-10","39001.00","GRATIS_ONGKIR","34001.00"
"2022-08-15","7100000.00","GRATIS_ONGKIR","7095000.00"
"2022-08-03","19000.00","GRATIS_ONGKIR","14000.00"
"2022-08-16","199000.00","GRATIS_ONGKIR","194000.00"
"2022-08-26","38850.00","GRATIS_ONGKIR","33850.00"
"2022-08-25","234000.00","GRATIS_ONGKIR","229000.00"
"2022-08-22","78000.00","GRATIS_ONGKIR","73000.00"
"2022-08-27","179700.00","GRATIS_ONGKIR","174700.00"
"2022-08-30","2050000.00","GRATIS_ONGKIR","2045000.00"
"2022-08-29","297000.00","GRATIS_ONGKIR","292000.00"
"2022-08-04","376000.00","GRATIS_ONGKIR","371000.00"
"2022-08-03","208500.00","GRATIS_ONGKIR","203500.00"
"2022-08-22","148000.00","GRATIS_ONGKIR","143000.00"
"2022-08-23","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-07","81368.00","GRATIS_ONGKIR","76368.00"
"2022-08-30","79000.00","GRATIS_ONGKIR","74000.00"
"2022-08-01","333000.00","AWAL_GAJIAN","318000.00"
"2022-08-26","144000.00","GRATIS_ONGKIR","139000.00"
"2022-08-15","124000.00","GRATIS_ONGKIR","119000.00"
"2022-08-17","83661.00","GRATIS_ONGKIR","78661.00"
"2022-08-18","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-18","195000.00","GRATIS_ONGKIR","190000.00"
"2022-08-30","7140.00","GRATIS_ONGKIR","2140.00"
"2022-08-01","390000.00","AWAL_GAJIAN","375000.00"
"2022-08-27","148520.00","GRATIS_ONGKIR","143520.00"
"2022-08-16","30999.00","GRATIS_ONGKIR","25999.00"
"2022-08-04","385800.00","GRATIS_ONGKIR","380800.00"
"2022-08-29","578700.00","GRATIS_ONGKIR","573700.00"
"2022-08-24","438000.00","GRATIS_ONGKIR","433000.00"
"2022-08-08","356644.00","GRATIS_ONGKIR","351644.00"
"2022-08-20","31000.00","GRATIS_ONGKIR","26000.00"
"2022-08-12","37386.00","GRATIS_ONGKIR","32386.00"
"2022-08-06","71000.00","GRATIS_ONGKIR","66000.00"
"2022-08-04","252450.00","GRATIS_ONGKIR","247450.00"
"2022-08-29","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-31","57000.00","GRATIS_ONGKIR","52000.00"
"2022-08-29","597000.00","GRATIS_ONGKIR","592000.00"
"2022-08-08","34000.00","GRATIS_ONGKIR","29000.00"
"2022-08-21","92000.00","GRATIS_ONGKIR","87000.00"
"2022-08-01","47900.00","AWAL_GAJIAN","32900.00"
"2022-08-07","29900.00","GRATIS_ONGKIR","24900.00"
"2022-08-09","104000.00","GRATIS_ONGKIR","99000.00"
"2022-08-10","72680.00","GRATIS_ONGKIR","67680.00"
"2022-08-17","398000.00","GRATIS_ONGKIR","393000.00"
"2022-08-20","30000.00","GRATIS_ONGKIR","25000.00"
"2022-08-08","318000.00","GRATIS_ONGKIR","313000.00"
"2022-08-06","77250.00","GRATIS_ONGKIR","72250.00"
"2022-08-30","93000.00","GRATIS_ONGKIR","88000.00"
"2022-08-02","17900.00","GRATIS_ONGKIR","12900.00"
